(0.5400881057268723, 0.575046904315197, 0.5570195365742844, 613, 522, 453)


(0.5735992402659069, 0.5666041275797373, 0.5700802265219442, 604, 449, 462)
(0.5754352030947776, 0.5581613508442776, 0.5666666666666665, 595, 439, 471)
(0.5571161048689138, 0.5581613508442776, 0.5576382380506092, 595, 473, 471)
(0.5632393084622384, 0.5806754221388368, 0.5718244803695149, 619, 480, 447)
(0.5646630236794171, 0.5816135084427767, 0.5730129390018485, 620, 478, 446)
(0.5724976613657624, 0.574108818011257, 0.5733021077283372, 612, 457, 454)
(0.5704824976348155, 0.5656660412757973, 0.5680640602920395, 603, 454, 463)
(0.5622241835834069, 0.5975609756097561, 0.5793542519326967, 637, 496, 429)
(0.5656474820143885, 0.5900562851782364, 0.5775941230486685, 629, 483, 437)
(0.5590062111801242, 0.5909943714821764, 0.5745554035567715, 630, 497, 436)
(0.5688509021842355, 0.5619136960600375, 0.5653610193487494, 599, 454, 467)
(0.5616942909760589, 0.5722326454033771, 0.566914498141264, 610, 476, 456)
(0.5594913714804723, 0.5778611632270169, 0.5685279187817258, 616, 485, 450)
(0.5748560460652591, 0.5619136960600375, 0.5683111954459203, 599, 443, 467)
(0.5609981515711645, 0.5694183864915572, 0.5651769087523277, 607, 475, 459)
(0.5598526703499079, 0.5703564727954972, 0.5650557620817844, 608, 478, 458)
(0.5717035611164581, 0.5572232645403377, 0.5643705463182898, 594, 445, 472)
(0.5595667870036101, 0.5816135084427767, 0.5703771849126035, 620, 488, 446)
(0.5610200364298725, 0.5778611632270169, 0.5693160813308689, 616, 482, 450)
(0.5708812260536399, 0.5590994371482176, 0.5649289099526066, 596, 448, 470)
